Token,Cluster,Frequence,Type
783991.995027,110,1,VARIABLE
784053.579480,152,1,VARIABLE
59927,152,1,VARIABLE
784055.560270,5,1,VARIABLE
5600,5,1,VARIABLE
784117.089800,54,1,VARIABLE
784117.625615,102,1,VARIABLE
ARPT,189,2,STATIC
784178.158614,189,1,VARIABLE
AirPort_Brcm43xx,189,2,STATIC
:platformWoWEnable,189,2,STATIC
WWEN,189,2,STATIC
enable,189,2,STATIC
tc25805,36,1,STATIC
784287.966851,189,1,VARIABLE
efi,107,2,STATIC
pagecount,107,2,STATIC
72,107,2,STATIC
784486.498066,129,1,VARIABLE
0x3800,96,1,VARIABLE
1499506366.010075,176,1,VARIABLE
"2017-07-08_02,32,46.787931",74,2,STATIC
-AirPortBrcm4360_Logs-004.txt,74,2,STATIC
"2017-07-08_02,32,47.528554",200,3,STATIC
-CCIOReporter-003.xml,200,3,STATIC
"2017-07-08_02,32,46.517498",200,1,VARIABLE
=AssocFail,200,1,VARIABLE
sts:2_rsn:0/OneStats//,200,1,VARIABLE
did,136,1,STATIC
12083,136,1,STATIC
17640,136,1,STATIC
20264,136,1,STATIC
28635,136,1,STATIC
tcp_connection_handle_connect_conditions_bad,153,2,STATIC
25902,153,1,STATIC
failed,153,2,STATIC
3,153,2,STATIC
-,153,2,STATIC
No,153,2,STATIC
network,153,2,STATIC
route,153,2,STATIC
AssociationEventHistory,163,1,VARIABLE
784632.788065,90,1,STATIC
5c:50:15:36,90,1,STATIC
bc:03,90,1,STATIC
-69,90,1,STATIC
tb_c2cMsg_2909288299,63,1,STATIC
0x8800,96,1,VARIABLE
terminated,165,1,VARIABLE
:start,193,1,VARIABLE
entered,193,1,VARIABLE
8471,191,1,STATIC
0x77c911454f1528eb,40,1,VARIABLE
tc25995,80,1,VARIABLE
2019353853,172,1,STATIC
BluetoothHIDDeviceController,94,2,VARIABLE
ERROR,94,2,VARIABLE
Could,94,2,VARIABLE
not,94,2,VARIABLE
find,94,2,VARIABLE
the,94,2,VARIABLE
disconnected,94,2,VARIABLE
object,94,2,VARIABLE
0x2800,99,1,VARIABLE
26042,153,1,STATIC
785104.988856,186,1,VARIABLE
315096,116,1,STATIC
completed,22,1,STATIC
took,22,1,STATIC
12461,22,1,STATIC
msecs,22,1,STATIC
1499518522.558304,21,1,VARIABLE
"2017-07-08_05,55,23.694116",139,3,STATIC
"2017-07-08_05,56,40.163377",139,1,VARIABLE
0x7fda72614240,21,1,VARIABLE
30318,21,1,VARIABLE
NSAutoresizingMaskLayoutConstraint:0x7f9d574e5370,140,1,VARIABLE
h=-,140,6,VARIABLE
&,140,12,STATIC
v=-,140,5,VARIABLE
V,140,6,VARIABLE
NSScrollView:0x7f9d64abe480,140,3,VARIABLE
11,140,1,VARIABLE
NSView:0x7f9d6a9cc340,140,5,VARIABLE
NSAutoresizingMaskLayoutConstraint:0x7f9d7561a270,140,2,VARIABLE
45,140,2,VARIABLE
NSAutoresizingMaskLayoutConstraint:0x7f9d6aa2cf10,140,1,VARIABLE
v=,140,1,VARIABLE
--,140,1,VARIABLE
NSView:0x7f9d53160e30,140,3,VARIABLE
0,140,5,VARIABLE
NSAutoresizingMaskLayoutConstraint:0x7f9d75652870,140,1,VARIABLE
NSAutoresizingMaskLayoutConstraint:0x7f9d77ef8f50,140,1,VARIABLE
2017-07-08,187,1,STATIC
06:26:32.364,187,1,STATIC
39159/0x7000002a0000,187,1,STATIC
2017-07-08,163,1,VARIABLE
06:26:32.365,163,1,VARIABLE
39159/0x7000002a0000,163,1,VARIABLE
About,163,1,VARIABLE
to,163,1,VARIABLE
run,163,1,VARIABLE
checks,163,1,VARIABLE
any,163,1,VARIABLE
other,163,1,VARIABLE
apps,163,1,VARIABLE
.,163,1,VARIABLE
787923.793193,41,1,VARIABLE
Arranged,140,1,VARIABLE
view,140,1,VARIABLE
frame,140,1,VARIABLE
{,140,3,VARIABLE
},140,3,VARIABLE
260,140,1,VARIABLE
877,140,1,VARIABLE
Telling,170,1,VARIABLE
CSI,170,1,VARIABLE
go,170,1,VARIABLE
low,170,1,VARIABLE
power,170,1,VARIABLE
.,170,1,VARIABLE
790457.609414,125,1,VARIABLE
when=2017-07-08,100,1,VARIABLE
14:29:50,100,1,VARIABLE
790564.863081,42,1,VARIABLE
